Temperature,SS,G-10,Nylon,Lead,Brass,Nickel,Gd-Rh,Gd0.6-Er0.4-Rh,Er3-Ni,Er-Ni,Er-Ni2,Er-Al2,Er-Dy0.8-Ni2,Kapton,Nd,Er3-Ni (N),Er0.9-Yb0.1-Ni,Er3-Co,Er0.6-Pr0.4,Ho-Cu2,Er-Ni0.9-Co0.1,Ho2-Al,Er-Ag0.9-Al0.1,Ho-Sb,Dy-Sb,Gd-Sb,Er,Er0.5-Pr0.5,GAP_GdAlO 3,GOS_Gd 2 O 2 S
18.97556,0.09642,0.07226,0.10155,0.55651,0.07689,0.04779,0.88675,0.17165,0.51944,0.38973,0.29651,0.17398,0.40793,0.07389,0.47345,0.56570,0.38808,0.50154,0.76023,0.35297,0.40245,0.45081,0.44550,0.24093,0.20516,0.48596,0.68510,0.78414,0.00892,0.04302
19.19326,0.09803,0.07348,0.10377,0.56618,0.07967,0.04879,0.90678,0.17300,0.52644,0.39519,0.30032,0.17487,0.40745,0.07558,0.48075,0.57257,0.39364,0.50830,0.77259,0.35783,0.40673,0.45430,0.44485,0.24662,0.20936,0.49658,0.70625,0.79487,0.00868,0.04260
19.41346,0.09966,0.07472,0.10602,0.57596,0.08249,0.04980,0.92704,0.17436,0.53344,0.40074,0.30424,0.17584,0.40772,0.07730,0.48813,0.57945,0.39936,0.51516,0.78513,0.36277,0.41109,0.45764,0.44594,0.25238,0.21368,0.50770,0.72820,0.80557,0.00844,0.04218
19.63619,0.10131,0.07596,0.10829,0.58585,0.08534,0.05083,0.82349,0.17574,0.54043,0.40638,0.30828,0.17691,0.40864,0.07904,0.49557,0.58636,0.40523,0.52212,0.79785,0.36780,0.41552,0.46118,0.44766,0.25821,0.21811,0.51936,0.75098,0.81622,0.00821,0.04177
19.86148,0.10297,0.07722,0.11059,0.59585,0.08823,0.05186,0.63902,0.17714,0.54738,0.41210,0.31242,0.17807,0.41009,0.08081,0.50309,0.59328,0.41126,0.52916,0.81076,0.37291,0.42003,0.46494,0.45002,0.26411,0.22265,0.53159,0.77465,0.82682,0.00798,0.04136
20.08935,0.10500,0.07848,0.11307,0.60504,0.09197,0.05326,0.45244,0.18005,0.55525,0.41790,0.31668,0.17932,0.41198,0.08261,0.51067,0.60021,0.41743,0.53630,0.82386,0.37810,0.42460,0.46889,0.45302,0.27007,0.22730,0.54444,0.79924,0.83734,0.00775,0.04096
20.31983,0.10758,0.07973,0.11584,0.61287,0.09704,0.05522,0.28030,0.18536,0.56113,0.42378,0.32106,0.18066,0.41426,0.08443,0.51832,0.60716,0.42375,0.54351,0.83716,0.38338,0.42925,0.47302,0.45664,0.27610,0.23206,0.55795,0.82481,0.84778,0.00753,0.04057
20.55295,0.11019,0.08099,0.11864,0.62080,0.10217,0.05720,0.28377,0.19072,0.56708,0.42974,0.32556,0.18208,0.41686,0.08628,0.52602,0.61411,0.43021,0.55080,0.85065,0.38874,0.43397,0.47734,0.46091,0.28220,0.23693,0.57217,0.85140,0.85810,0.00732,0.04018
20.78876,0.11283,0.08226,0.12147,0.62882,0.10735,0.05920,0.28728,0.19614,0.57310,0.43576,0.33018,0.18360,0.41973,0.08817,0.53379,0.62108,0.43682,0.55816,0.86434,0.39418,0.43877,0.48183,0.46581,0.28835,0.24191,0.58715,0.87907,0.86831,0.00711,0.03979
21.02726,0.11551,0.08355,0.12433,0.63693,0.11260,0.06123,0.29084,0.20163,0.57919,0.44185,0.33492,0.18520,0.42285,0.09008,0.54161,0.62805,0.44356,0.56559,0.87824,0.39970,0.44363,0.48649,0.47135,0.29457,0.24699,0.60295,0.90789,0.87836,0.00691,0.03941
21.26851,0.11821,0.08485,0.12722,0.64513,0.11791,0.06328,0.29443,0.20718,0.58534,0.44800,0.33978,0.18689,0.42617,0.09201,0.54947,0.63503,0.45043,0.57309,0.89234,0.40529,0.44856,0.49131,0.47752,0.30086,0.25219,0.61964,0.93791,0.88826,0.00671,0.03904
21.51252,0.12094,0.08617,0.13015,0.65343,0.12328,0.06536,0.29807,0.21279,0.59157,0.45422,0.34478,0.18866,0.42967,0.09398,0.55739,0.64201,0.45744,0.58064,0.90561,0.41097,0.45357,0.49628,0.48434,0.30720,0.25749,0.63726,0.96920,0.89795,0.00652,0.03867
21.75933,0.12370,0.08750,0.13311,0.66182,0.12871,0.06745,0.30174,0.21846,0.59787,0.46049,0.34991,0.19052,0.43332,0.09598,0.56535,0.64900,0.46458,0.58826,0.91495,0.41672,0.45864,0.50140,0.49179,0.31361,0.26290,0.65590,1.00185,0.90744,0.00633,0.03831
22.00897,0.12650,0.08885,0.13611,0.67030,0.13420,0.06958,0.30546,0.22421,0.60424,0.46683,0.35517,0.19247,0.43710,0.09800,0.57335,0.65599,0.47184,0.59593,0.92510,0.42254,0.46378,0.50666,0.49988,0.32008,0.26841,0.67563,1.00475,0.91667,0.00614,0.03795
22.26148,0.12933,0.09021,0.13914,0.67889,0.13975,0.07172,0.30923,0.23001,0.61068,0.47322,0.36057,0.19450,0.44100,0.10005,0.58148,0.66297,0.47922,0.60365,0.93597,0.42844,0.46899,0.51206,0.50862,0.32660,0.27402,0.69654,1.00231,0.92563,0.00596,0.03759
22.51688,0.13219,0.09159,0.14220,0.68757,0.14537,0.07389,0.31303,0.23589,0.61720,0.47967,0.36610,0.19661,0.44500,0.10213,0.59022,0.66996,0.48672,0.61141,0.94751,0.43442,0.47427,0.51758,0.51799,0.33319,0.27974,0.71871,0.99623,0.93427,0.00579,0.03724
22.77521,0.13508,0.09299,0.14530,0.69636,0.15105,0.07609,0.31688,0.24183,0.62379,0.48617,0.37179,0.19881,0.44909,0.10424,0.59978,0.67694,0.49434,0.61922,0.95963,0.44047,0.47961,0.52323,0.52802,0.33983,0.28557,0.74224,0.98732,0.94256,0.00562,0.03690
23.03651,0.13801,0.09440,0.14844,0.70524,0.15680,0.07831,0.32077,0.24784,0.63046,0.49272,0.37761,0.20109,0.45325,0.10638,0.60981,0.68392,0.50207,0.62708,0.97226,0.44659,0.48502,0.52899,0.53868,0.34654,0.29149,0.76723,0.97651,0.95045,0.00545,0.03656
23.30081,0.14097,0.09582,0.15161,0.71423,0.16262,0.08056,0.32471,0.25392,0.63721,0.49933,0.38359,0.20345,0.45748,0.10855,0.61997,0.69089,0.50991,0.63496,0.98534,0.45278,0.49049,0.53486,0.54999,0.35330,0.29751,0.79380,0.96467,0.95789,0.00529,0.03622
23.56813,0.14396,0.09727,0.15482,0.72332,0.16850,0.08283,0.32870,0.26007,0.64403,0.50599,0.38971,0.20590,0.46176,0.11075,0.62987,0.69786,0.51785,0.64289,0.99877,0.45905,0.49603,0.54085,0.56195,0.36011,0.30363,0.82206,0.95240,0.96484,0.00513,0.03589
23.83853,0.14699,0.09873,0.15806,0.73251,0.17445,0.08513,0.33272,0.26629,0.65093,0.51270,0.39599,0.20843,0.46608,0.11297,0.63910,0.70482,0.52590,0.65085,1.01248,0.46538,0.50163,0.54693,0.57456,0.36699,0.30985,0.85215,0.94062,0.97123,0.00498,0.03556
24.11202,0.15005,0.10020,0.16134,0.74181,0.18046,0.08745,0.33680,0.27258,0.65791,0.51946,0.40243,0.21188,0.47045,0.11523,0.64725,0.71177,0.53404,0.65883,1.02640,0.47179,0.50729,0.55311,0.58783,0.37391,0.31617,0.83057,0.92976,0.97698,0.00483,0.03524
24.38866,0.15315,0.10170,0.16466,0.75121,0.18655,0.08980,0.34092,0.27894,0.66497,0.52627,0.40903,0.21657,0.47485,0.11751,0.65384,0.71871,0.54228,0.66685,1.04043,0.47826,0.51301,0.55938,0.60174,0.38090,0.32258,0.78869,0.92056,0.98204,0.00468,0.03492
24.66847,0.15629,0.10321,0.16802,0.76073,0.19271,0.09218,0.34509,0.28537,0.67211,0.53312,0.41579,0.22124,0.47927,0.11982,0.65950,0.72564,0.55062,0.67489,1.05449,0.48480,0.51879,0.56574,0.61631,0.38794,0.32908,0.74633,0.91342,0.98629,0.00454,0.03460
24.95148,0.15946,0.10474,0.17142,0.77035,0.19893,0.09459,0.34931,0.29188,0.67933,0.54003,0.42273,0.22590,0.48372,0.12216,0.66541,0.73256,0.55904,0.68295,1.06850,0.49141,0.52463,0.57218,0.63153,0.39503,0.33567,0.70348,0.90878,0.98965,0.00440,0.03429
25.23775,0.16314,0.10643,0.17476,0.77823,0.20618,0.09809,0.35580,0.30080,0.68664,0.54698,0.43540,0.23055,0.49019,0.12453,0.67162,0.73947,0.56756,0.69103,1.08237,0.49808,0.53053,0.57870,0.64742,0.40217,0.34236,0.66014,0.90677,0.99199,0.00427,0.03398
25.52730,0.16696,0.10816,0.17812,0.78582,0.21371,0.10185,0.36287,0.31030,0.69403,0.55398,0.44935,0.23519,0.49681,0.12693,0.67811,0.74637,0.57615,0.69912,1.09600,0.50482,0.53648,0.58530,0.66396,0.40937,0.34914,0.61630,0.90767,0.99318,0.00414,0.03368
25.82017,0.17083,0.10992,0.18151,0.79349,0.22132,0.10566,0.37001,0.31990,0.70150,0.56103,0.46326,0.23981,0.50347,0.12936,0.68485,0.75325,0.58483,0.70724,1.10931,0.51163,0.54249,0.59196,0.68117,0.41662,0.35600,0.57196,0.91145,0.99088,0.00401,0.03338
26.11640,0.17474,0.11170,0.18495,0.80125,0.22903,0.10951,0.37724,0.32962,0.70906,0.56813,0.47714,0.24443,0.51020,0.13181,0.69182,0.76012,0.59358,0.71536,1.12219,0.51850,0.54855,0.59869,0.69904,0.42392,0.36295,0.56617,0.91795,0.98541,0.00389,0.03308
26.41603,0.17869,0.11350,0.18843,0.80910,0.23682,0.11341,0.38455,0.33945,0.71671,0.57527,0.49098,0.24903,0.51697,0.13430,0.69902,0.76697,0.60240,0.72350,1.13455,0.52543,0.55466,0.60548,0.71758,0.43127,0.36999,0.56295,0.92681,0.98115,0.00377,0.03279
26.71910,0.18269,0.11531,0.19194,0.81704,0.24470,0.11735,0.39195,0.34939,0.72444,0.58246,0.50479,0.25361,0.52380,0.13681,0.70641,0.77381,0.61130,0.73164,1.14630,0.53243,0.56082,0.61233,0.73679,0.43867,0.37711,0.56181,0.93745,0.97802,0.00365,0.03250
27.02565,0.18674,0.11715,0.19550,0.82507,0.25267,0.12133,0.39943,0.35944,0.73226,0.58969,0.51857,0.25819,0.53069,0.13936,0.71399,0.78063,0.62026,0.73980,1.15731,0.53949,0.56704,0.61923,0.75667,0.44612,0.38430,0.56251,0.94919,0.97591,0.00354,0.03221
27.33571,0.19083,0.11901,0.19909,0.83320,0.26073,0.12536,0.40699,0.36961,0.74018,0.59697,0.53231,0.26275,0.53763,0.14193,0.72173,0.78744,0.62929,0.74795,1.16751,0.54661,0.57330,0.62619,0.77723,0.45362,0.39158,0.56483,0.96082,0.97473,0.00343,0.03193
27.64933,0.19497,0.12090,0.20273,0.84141,0.26888,0.12944,0.41464,0.37990,0.74818,0.60430,0.54601,0.26731,0.54462,0.14453,0.72963,0.79423,0.63838,0.75611,1.17676,0.55379,0.57961,0.63319,0.79846,0.46117,0.39894,0.56857,0.97214,0.97441,0.00332,0.03165
27.96654,0.19916,0.12280,0.20641,0.84972,0.27713,0.13357,0.42238,0.39030,0.75628,0.61167,0.55968,0.27185,0.55167,0.14716,0.73766,0.80100,0.64753,0.76428,1.18497,0.56104,0.58596,0.64023,0.82038,0.46877,0.40638,0.57358,0.98455,0.97487,0.00322,0.03137
28.28740,0.20339,0.12472,0.21013,0.85813,0.28547,0.13774,0.43021,0.40083,0.76446,0.61909,0.57332,0.27637,0.55878,0.14981,0.74582,0.80775,0.65674,0.77244,1.19202,0.56834,0.59236,0.64731,0.84297,0.47642,0.41389,0.57968,0.99673,0.97604,0.00311,0.03110
28.61194,0.20768,0.12667,0.21390,0.86663,0.29391,0.14196,0.43813,0.41147,0.77275,0.62655,0.58692,0.28089,0.56594,0.15250,0.75409,0.81448,0.66600,0.78060,1.19780,0.57570,0.59880,0.65444,0.86626,0.48411,0.42147,0.58674,1.00869,0.97784,0.00302,0.03083
28.94020,0.21201,0.12864,0.21771,0.87523,0.30245,0.14622,0.44614,0.42224,0.78112,0.63406,0.60049,0.28540,0.57316,0.15521,0.76245,0.82119,0.67531,0.78876,1.20218,0.58313,0.60528,0.66159,0.89023,0.49185,0.42912,0.59464,1.02043,0.98023,0.00292,0.03056
29.27223,0.21639,0.13063,0.22156,0.88393,0.31108,0.15054,0.45424,0.43313,0.78960,0.64162,0.61402,0.28989,0.58043,0.15795,0.77091,0.82788,0.68466,0.79691,1.20505,0.59060,0.61181,0.66878,0.91489,0.49964,0.43685,0.60329,1.03199,0.98314,0.00283,0.03030
29.60806,0.22083,0.13265,0.22545,0.89273,0.31981,0.15490,0.46244,0.44414,0.79817,0.64922,0.62752,0.29437,0.58776,0.16072,0.77944,0.83456,0.69406,0.80506,1.20628,0.59814,0.61837,0.67599,0.94025,0.50747,0.44464,0.61258,1.04335,0.98651,0.00274,0.03004
29.94775,0.22531,0.13469,0.22939,0.90163,0.32864,0.15932,0.47073,0.45529,0.80684,0.65686,0.64099,0.29884,0.59514,0.16352,0.78803,0.84121,0.70350,0.81320,1.20574,0.60574,0.62497,0.68323,0.96521,0.51535,0.45249,0.62244,1.05455,0.99030,0.00265,0.02978
30.29134,0.23229,0.13660,0.23315,0.90787,0.33932,0.16519,0.48059,0.46603,0.81563,0.66455,0.65442,0.30330,0.60259,0.16635,0.79668,0.84784,0.71299,0.82133,1.20331,0.61339,0.63160,0.69050,0.97468,0.52328,0.46041,0.63281,1.06558,0.99447,0.00257,0.02953
30.63887,0.23980,0.13851,0.23690,0.91367,0.35044,0.17137,0.49085,0.47680,0.82429,0.67229,0.66782,0.30774,0.61008,0.16920,0.80537,0.85445,0.72250,0.82945,1.19884,0.62109,0.63827,0.69778,0.98404,0.53084,0.49928,0.64362,1.07646,0.99897,0.00249,0.02927
30.99039,0.24739,0.14045,0.24070,0.91954,0.36169,0.17763,0.50122,0.48770,0.83285,0.68007,0.68119,0.31218,0.61764,0.17208,0.81410,0.86104,0.73206,0.83757,1.19221,0.62885,0.64497,0.70508,0.99330,0.53662,0.50486,0.65483,1.08722,1.00375,0.00241,0.02903
31.34594,0.25507,0.14240,0.24454,0.92548,0.37307,0.18396,0.51171,0.49872,0.84131,0.68790,0.69452,0.31660,0.62525,0.17499,0.82286,0.86760,0.74164,0.84566,1.18327,0.63656,0.65170,0.71240,1.00245,0.54233,0.51042,0.66640,1.09785,1.00879,0.00233,0.02878
31.70556,0.26284,0.14438,0.24842,0.93148,0.38458,0.19036,0.52231,0.50987,0.84968,0.69577,0.70782,0.32101,0.63292,0.17792,0.83163,0.87414,0.75125,0.85375,1.17000,0.64159,0.65847,0.71973,1.01149,0.54797,0.51594,0.67831,1.10838,1.01405,0.00226,0.02854
32.06932,0.27070,0.14638,0.25235,0.93756,0.39622,0.19683,0.53304,0.52115,0.85796,0.70369,0.72108,0.32541,0.64065,0.18089,0.84042,0.88066,0.76089,0.86182,1.15597,0.64656,0.66526,0.72707,1.02044,0.55355,0.52143,0.69052,1.11882,1.01950,0.00218,0.02830
32.43725,0.27864,0.14840,0.25632,0.94370,0.40799,0.20338,0.54390,0.53255,0.86614,0.71166,0.73431,0.32980,0.64843,0.18388,0.84921,0.88716,0.77055,0.86987,1.14394,0.65148,0.67208,0.73442,1.02928,0.55907,0.52689,0.70303,1.12918,1.02512,0.00211,0.02806
32.80939,0.28668,0.15045,0.26034,0.94992,0.41990,0.21001,0.55488,0.54409,0.87423,0.71967,0.74751,0.33417,0.65627,0.18690,0.85800,0.89364,0.78024,0.87791,1.13384,0.65634,0.67893,0.74177,1.03802,0.56453,0.53232,0.71582,1.13948,1.03086,0.00205,0.02782
33.18581,0.29481,0.15252,0.26441,0.95620,0.43195,0.21671,0.56598,0.55576,0.88222,0.72772,0.76068,0.33854,0.66417,0.18994,0.86678,0.90009,0.78994,0.88593,1.12560,0.66115,0.68580,0.74913,1.04667,0.56992,0.53771,0.72889,1.14974,1.03672,0.00198,0.02759
33.56655,0.30304,0.15462,0.26852,0.96256,0.44413,0.22348,0.57721,0.56756,0.89013,0.73582,0.77381,0.34289,0.67212,0.19301,0.87554,0.90652,0.79966,0.89394,1.11911,0.66590,0.69269,0.75649,1.05521,0.57525,0.54307,0.74225,1.15997,1.04266,0.00192,0.02736
33.95165,0.31136,0.15673,0.27268,0.96899,0.45645,0.23034,0.58857,0.57950,0.89795,0.74397,0.78691,0.34723,0.68014,0.19611,0.88428,0.91293,0.80940,0.90192,1.11430,0.67059,0.69960,0.76385,1.06366,0.58052,0.54840,0.75588,1.17018,1.04867,0.00186,0.02713
34.34118,0.31977,0.15888,0.27688,0.97550,0.46892,0.23727,0.60006,0.59158,0.90567,0.75216,0.79998,0.35156,0.68821,0.19923,0.89300,0.91931,0.81914,0.90988,1.11105,0.67524,0.70654,0.77121,1.07201,0.58573,0.55370,0.76981,1.18040,1.05473,0.00180,0.02691
34.73517,0.32828,0.16104,0.28114,0.98208,0.48153,0.24429,0.61169,0.60379,0.91331,0.76040,0.81301,0.35588,0.69634,0.20238,0.90168,0.92567,0.82890,0.91783,1.10924,0.67983,0.71350,0.77856,1.08027,0.59089,0.55896,0.78403,1.19063,1.06082,0.00174,0.02669
35.13368,0.33689,0.16324,0.28544,0.98873,0.49428,0.25138,0.62344,0.61614,0.92087,0.76868,0.82601,0.36019,0.70453,0.20555,0.91033,0.93200,0.83867,0.92575,1.10874,0.68437,0.72047,0.78591,1.08843,0.59598,0.56419,0.79857,1.20090,1.06693,0.00168,0.02647
35.53677,0.34559,0.16545,0.28980,0.99546,0.50718,0.25855,0.63533,0.62864,0.92833,0.77701,0.83898,0.36449,0.71277,0.20875,0.91893,0.93831,0.84844,0.93365,1.10943,0.68886,0.72746,0.79326,1.09650,0.60102,0.56939,0.81344,1.21121,1.07304,0.00163,0.02625
35.94448,0.35440,0.16769,0.29420,1.00227,0.52022,0.26581,0.64736,0.64128,0.93572,0.78539,0.85191,0.36877,0.72108,0.21198,0.92749,0.94460,0.85821,0.94152,1.11131,0.69329,0.73446,0.80059,1.10448,0.60600,0.57455,0.82866,1.22159,1.07914,0.00157,0.02603
36.35686,0.36331,0.16996,0.29865,1.00916,0.53342,0.27315,0.65953,0.65406,0.94301,0.79381,0.86482,0.37305,0.72944,0.21523,0.93601,0.95087,0.86799,0.94938,1.11533,0.69768,0.74148,0.80791,1.11237,0.61092,0.57968,0.84425,1.23204,1.08522,0.00152,0.02582
36.77398,0.37232,0.17226,0.30316,1.01613,0.54677,0.28058,0.67183,0.66699,0.95023,0.80227,0.87769,0.37731,0.73786,0.21851,0.94446,0.95711,0.87777,0.95720,1.11933,0.70202,0.74851,0.81522,1.12017,0.61579,0.58477,0.86022,1.24258,1.09126,0.00147,0.02561
37.19588,0.38143,0.17458,0.30772,1.02317,0.56027,0.28809,0.68428,0.68007,0.95737,0.81078,0.89053,0.38156,0.74634,0.22181,0.95286,0.96332,0.88755,0.96501,1.12330,0.70630,0.75555,0.82252,1.12788,0.62060,0.58983,0.87661,1.25322,1.09727,0.00143,0.02540
37.62263,0.39065,0.17692,0.31232,1.03030,0.57392,0.29568,0.69687,0.69330,0.96442,0.81934,0.90334,0.38580,0.75488,0.22514,0.96121,0.96952,0.89732,0.97279,1.12725,0.71054,0.76261,0.82980,1.13551,0.62536,0.59486,0.89344,1.26398,1.10322,0.00138,0.02519
38.05427,0.39997,0.17930,0.31699,1.03751,0.58774,0.30337,0.70960,0.70668,0.97139,0.82794,0.91611,0.39003,0.76347,0.22849,0.96948,0.97568,0.90709,0.98054,1.13117,0.71473,0.76967,0.83707,1.14304,0.63006,0.59985,0.91072,1.27485,1.10912,0.00133,0.02499
38.49086,0.40940,0.18170,0.32170,1.04480,0.60171,0.31114,0.72248,0.72022,0.97829,0.83659,0.92885,0.39425,0.77213,0.23187,0.97770,0.98183,0.91685,0.98827,1.13508,0.71888,0.77674,0.84432,1.15050,0.63471,0.60480,0.92848,1.28586,1.11496,0.00129,0.02479
38.93246,0.41894,0.18413,0.32647,1.05217,0.61584,0.31900,0.73551,0.73391,0.98510,0.84528,0.94156,0.39846,0.78084,0.23527,0.98584,0.98795,0.92660,0.99597,1.13896,0.72297,0.78381,0.85155,1.15786,0.63931,0.60972,0.94675,1.29701,1.12073,0.00125,0.02459
39.37913,0.42859,0.18659,0.33129,1.05963,0.63013,0.32695,0.74868,0.74775,0.99184,0.85402,0.95424,0.40266,0.78961,0.23869,0.99391,0.99405,0.93634,1.00365,1.14282,0.72702,0.79089,0.85876,1.16515,0.64385,0.61461,0.96555,1.30830,1.12642,0.00121,0.02439
39.83092,0.43835,0.18907,0.33617,1.06718,0.64459,0.33499,0.76201,0.76176,0.99850,0.86280,0.96689,0.40684,0.79844,0.24214,1.00192,1.00013,0.94607,1.01129,1.14666,0.73102,0.79797,0.86595,1.17235,0.64834,0.61946,0.98491,1.31973,1.13204,0.00117,0.02420
40.28789,0.45113,0.19158,0.34088,1.07282,0.66008,0.34621,0.77572,0.77572,1.00509,0.87163,0.97951,0.41102,0.80733,0.24561,1.00984,1.00618,0.95579,1.01891,1.15047,0.73498,0.80506,0.87312,1.17947,0.65279,0.62427,1.00485,1.33132,1.13758,0.00113,0.02400
40.75011,0.46578,0.19413,0.34550,1.07735,0.67625,0.35938,0.78973,0.78973,1.01160,0.88050,0.99209,0.41518,0.81628,0.24911,1.01769,1.01221,0.96549,1.02650,1.15427,0.73890,0.81215,0.88026,1.18650,0.65718,0.62905,1.02540,1.34305,1.14303,0.00109,0.02381
41.21763,0.48060,0.19670,0.35018,1.08193,0.69262,0.37270,0.80389,0.80389,1.01804,0.88941,1.00464,0.41933,0.82529,0.25262,1.02546,1.01821,0.97517,1.03407,1.15804,0.74277,0.81924,0.88738,1.19346,0.66152,0.63380,1.04657,1.35493,1.14839,0.00106,0.02362
41.69052,0.49559,0.19930,0.35491,1.08657,0.70917,0.38618,0.81822,0.81822,1.02440,0.89838,1.01716,0.42348,0.83435,0.25617,1.03315,1.02419,0.98483,1.04160,1.16179,0.74659,0.82632,0.89448,1.20034,0.66581,0.63851,1.06839,1.36695,1.15367,0.00102,0.02343
42.16883,0.51075,0.20193,0.35969,1.09125,0.72591,0.39981,0.83272,0.83272,1.03070,0.90738,1.02965,0.42761,0.84348,0.25973,1.04076,1.03015,0.99448,1.04911,1.16552,0.75037,0.83341,0.90155,1.20715,0.67006,0.64318,1.09088,1.37909,1.15885,0.00099,0.02325
42.65263,0.52609,0.20459,0.36453,1.09600,0.74284,0.41360,0.84737,0.84737,1.03692,0.91643,1.04211,0.43173,0.85266,0.26331,1.04829,1.03609,1.00410,1.05659,1.16923,0.75411,0.84049,0.90859,1.21387,0.67425,0.64782,1.11407,1.39135,1.16395,0.00096,0.02306
43.14198,0.54160,0.20728,0.36942,1.10079,0.75997,0.42755,0.86220,0.86220,1.04307,0.92553,1.05454,0.43584,0.86190,0.26692,1.05573,1.04200,1.01370,1.06403,1.17292,0.75781,0.84757,0.91560,1.22052,0.67840,0.65242,1.13798,1.40369,1.16895,0.00092,0.02288
43.63694,0.55729,0.21000,0.37437,1.10564,0.77729,0.44165,0.87720,0.87720,1.04915,0.93467,1.06693,0.43993,0.87120,0.27055,1.06309,1.04790,1.02328,1.07145,1.17659,0.76146,0.85464,0.92259,1.22709,0.68250,0.65699,1.16261,1.41611,1.17386,0.00089,0.02270
44.13758,0.57316,0.21276,0.37938,1.11055,0.79482,0.45592,0.89237,0.89237,1.05516,0.94385,1.07930,0.44402,0.88056,0.27421,1.07036,1.05377,1.03283,1.07884,1.18023,0.76508,0.86171,0.92954,1.23359,0.68656,0.66153,1.18801,1.42857,1.17868,0.00086,0.02252
44.64396,0.58921,0.21554,0.38444,1.11551,0.81254,0.47035,0.90771,0.90771,1.06111,0.95308,1.09163,0.44810,0.88997,0.27788,1.07755,1.05961,1.04236,1.08620,1.18386,0.76865,0.86877,0.93646,1.24001,0.69057,0.66602,1.21417,1.44104,1.18340,0.00084,0.02235
45.15616,0.60545,0.21836,0.38956,1.12053,0.83047,0.48495,0.92323,0.92323,1.06698,0.96236,1.10394,0.45217,0.89945,0.28157,1.08464,1.06544,1.05185,1.09353,1.18746,0.77218,0.87582,0.94336,1.24637,0.69453,0.67049,1.24112,1.45348,1.18803,0.00081,0.02217
45.67423,0.62187,0.22121,0.39474,1.12561,0.84860,0.49972,0.93893,0.93893,1.07279,0.97167,1.11621,0.45622,0.90898,0.28529,1.09166,1.07124,1.06132,1.10083,1.19105,0.77567,0.88286,0.95022,1.25265,0.69845,0.67492,1.26888,1.46584,1.19258,0.00078,0.02200
46.19825,0.63848,0.22409,0.39998,1.13074,0.86694,0.51465,0.95481,0.95481,1.07854,0.98103,1.12845,0.46027,0.91857,0.28903,1.09858,1.07703,1.07076,1.10810,1.19461,0.77912,0.88990,0.95704,1.25885,0.70232,0.67931,1.29746,1.47806,1.19703,0.00076,0.02183
46.72827,0.65529,0.22701,0.40528,1.13594,0.88549,0.52976,0.97087,0.97087,1.08422,0.99043,1.14066,0.46430,0.92822,0.29279,1.10541,1.08279,1.08017,1.11534,1.19815,0.78254,0.89692,0.96384,1.26499,0.70615,0.68367,1.32687,1.49010,1.20139,0.00073,0.02166
47.26438,0.67228,0.22995,0.41064,1.14119,0.90425,0.54503,0.98711,0.98711,1.08983,0.99988,1.15284,0.46833,0.93793,0.29656,1.11216,1.08853,1.08955,1.12255,1.20168,0.78591,0.90393,0.97060,1.27106,0.70994,0.68799,1.35712,1.50187,1.20567,0.00071,0.02149
47.80664,0.68947,0.23294,0.41607,1.14651,0.92323,0.56049,1.00354,1.00354,1.09538,1.00937,1.16499,0.47234,0.94769,0.30036,1.11881,1.09425,1.09889,1.12973,1.20518,0.78925,0.91093,0.97732,1.27706,0.71369,0.69228,1.38824,1.51331,1.20985,0.00068,0.02132
48.35512,0.70686,0.23595,0.42155,1.15188,0.94243,0.57612,1.02016,1.02016,1.10087,1.01890,1.17711,0.47634,0.95752,0.30418,1.12538,1.09996,1.10820,1.13688,1.20866,0.79254,0.91791,0.98401,1.28299,0.71739,0.69653,1.42022,1.52431,1.21396,0.00066,0.02116
48.90989,0.72444,0.23900,0.42710,1.15732,0.96185,0.59193,1.03697,1.03697,1.10630,1.02847,1.18920,0.48033,0.96740,0.30802,1.13186,1.10564,1.11747,1.14400,1.21213,0.79580,0.92488,0.99067,1.28886,0.72105,0.70075,1.45308,1.53478,1.21798,0.00064,0.02099
49.47103,0.74223,0.24209,0.43271,1.16282,0.98149,0.60792,1.05397,1.05397,1.11166,1.03809,1.20126,0.48432,0.97733,0.31187,1.13825,1.11130,1.12671,1.15110,1.21557,0.79903,0.93183,0.99729,1.29465,0.72466,0.70493,1.48682,1.54461,1.22192,0.00062,0.02083
50.03860,0.76036,0.24521,0.43835,1.16822,1.00139,0.62453,1.07084,1.07084,1.11696,1.04775,1.21328,0.48829,0.98733,0.31575,1.14455,1.11694,1.13591,1.15816,1.21900,0.80221,0.93877,1.00387,1.30039,0.72824,0.70908,1.52146,1.55368,1.22578,0.00060,0.02067
50.61269,0.78051,0.24837,0.44351,1.17143,1.02206,0.64732,1.08330,1.08330,1.12221,1.05745,1.22528,0.49225,0.99738,0.31965,1.15076,1.12256,1.14507,1.16519,1.22240,0.80537,0.94569,1.01042,1.30605,0.73178,0.71319,1.55699,1.56185,1.22956,0.00058,0.02051
51.19336,0.80089,0.25156,0.44874,1.17468,1.04296,0.67038,1.09590,1.09590,1.12739,1.06719,1.23725,0.49620,1.00749,0.32356,1.15688,1.12817,1.15420,1.17219,1.22579,0.80848,0.95259,1.01692,1.31166,0.73527,0.71727,1.59343,1.56896,1.23326,0.00056,0.02036
